"IMD_QUINTILE","YEAR","Payment Category","Total (£)","PayCat_base","group_total","pct","label_text"
"4",2024,"Other_And_PCOAdmin Avg (Registered)",9.79510087181717,"Other_And_PCOAdmin Avg",170.193732745315,0.0575526531665826,"6% (9.8)"
"4",2024,"Directed_Enhanced_Services Avg (Registered)",4.46485528372839,"Directed_Enhanced_Services Avg",170.193732745315,0.0262339582763003,"3% (4.5)"
"4",2024,"Local_Incentive_Schemes Avg (Registered)",9.89978579830292,"Local_Incentive_Schemes Avg",170.193732745315,0.0581677458894293,"6% (9.9)"
"4",2024,"Prescribing Avg (Registered)",-0.138816335133431,"Prescribing Avg",170.193732745315,-0.000815637173556573,"0% (-0.1)"
"4",2024,"Dispensing Avg (Registered)",4.66863912309418,"Dispensing Avg",170.193732745315,0.0274313222219559,"3% (4.7)"
"4",2024,"DrugReinbursement Avg (Registered)",17.1668571296645,"DrugReinbursement Avg",170.193732745315,0.10086656454826,"10% (17.2)"
"4",2024,"QOF Avg (Registered)",14.8518705550438,"QOF Avg",170.193732745315,0.0872644974375687,"9% (14.9)"
"4",2024,"Deductions Avg (Registered)",-14.5507421948551,"Deductions Avg",170.193732745315,-0.0854951704751046,"-9% (-14.6)"
"4",2024,"PCNPARTICIPATION Avg (Registered)",1.72553544500372,"PCNPARTICIPATION Avg",170.193732745315,0.0101386544449664,"1% (1.7)"
"4",2024,"ACCESSANDTRANSFORMATION Avg (Registered)",0.948687490250053,"ACCESSANDTRANSFORMATION Avg",170.193732745315,0.00557416230872442,"1% (0.9)"
"5",2024,"Global_Sum Avg (Registered)",105.401914352747,"Global_Sum Avg",167.184163577179,0.63045393832466,"63% (105.4)"
"5",2024,"IT_Premises Avg (Registered)",13.3813462765159,"IT_Premises Avg",167.184163577179,0.0800395563204079,"8% (13.4)"
"5",2024,"Other_And_PCOAdmin Avg (Registered)",8.75308007147817,"Other_And_PCOAdmin Avg",167.184163577179,0.0523559162793395,"5% (8.8)"
"5",2024,"Directed_Enhanced_Services Avg (Registered)",4.35242198391939,"Directed_Enhanced_Services Avg",167.184163577179,0.0260336977545731,"3% (4.4)"
"5",2024,"Local_Incentive_Schemes Avg (Registered)",9.64262086382579,"Local_Incentive_Schemes Avg",167.184163577179,0.0576766402840205,"6% (9.6)"
"5",2024,"Prescribing Avg (Registered)",-0.327427673467697,"Prescribing Avg",167.184163577179,-0.00195848498124372,"0% (-0.3)"
"5",2024,"Dispensing Avg (Registered)",5.0911449187264,"Dispensing Avg",167.184163577179,0.0304523156367985,"3% (5.1)"
"5",2024,"DrugReinbursement Avg (Registered)",18.6373126338695,"DrugReinbursement Avg",167.184163577179,0.11147773948856,"11% (18.6)"
"5",2024,"QOF Avg (Registered)",14.6749170750801,"QOF Avg",167.184163577179,0.087776956627268,"9% (14.7)"
"5",2024,"Deductions Avg (Registered)",-14.9840452675932,"Deductions Avg",167.184163577179,-0.089625984584814,"-9% (-15.0)"
"5",2024,"PCNPARTICIPATION Avg (Registered)",1.69727372493194,"PCNPARTICIPATION Avg",167.184163577179,0.0101521202045456,"1% (1.7)"
"5",2024,"ACCESSANDTRANSFORMATION Avg (Registered)",0.863604617146068,"ACCESSANDTRANSFORMATION Avg",167.184163577179,0.00516558864588508,"1% (0.9)"
